,GAME_ID,DATE,TEAM_ABBREVIATION,WINS,LOSSES,PTS,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,FG_PCT,FT_PCT,FG3_PCT,AST,REB,TOV,LOC,MEAN_PTS,MEAN_PTS_QTR1,MEAN_PTS_QTR2,MEAN_PTS_QTR3,MEAN_PTS_QTR4,MEAN_FG_PCT,MEAN_FT_PCT,MEAN_FG3_PCT,MEAN_AST,MEAN_REB,MEAN_TOV,MEAN_PTS_H,MEAN_FG_PCT_H,MEAN_FT_PCT_H,MEAN_FG3_PCT_H,MEAN_AST_H,MEAN_REB_H,MEAN_TOV_H,OPP_TEAM_ABBREVIATION,OPP_TEAM_WINS,OPP_TEAM_LOSSES,OPP_PTS,OPP_TEAM_MEAN_PTS,OPP_TEAM_MEAN_PTS_QTR1,OPP_TEAM_MEAN_PTS_QTR2,OPP_TEAM_MEAN_PTS_QTR3,OPP_TEAM_MEAN_PTS_QTR4,OPP_TEAM_MEAN_FG_PCT,OPP_TEAM_MEAN_FT_PCT,OPP_TEAM_MEAN_FG3_PCT,OPP_TEAM_MEAN_AST,OPP_TEAM_MEAN_REB,OPP_TEAM_MEAN_TOV,MEAN_PTS_A,MEAN_FG_PCT_A,MEAN_FT_PCT_A,MEAN_FG3_PCT_A,MEAN_AST_A,MEAN_REB_A,MEAN_TOV_A,W/L 1/0,LAST_2_MH,LAST_3_MH,LAST_5_MH,LAST_2_MA,LAST_3_MA,LAST_5_MA
795,7234,2020-02-24,CHI,20,38,126,35,38,28,25,55.6,64.3,48.6,27,37,26,1,105.94444444444444,26.01851851851852,27.055555555555557,26.38888888888889,26.0,44.65370370370373,75.33888888888889,34.568518518518516,23.12962962962963,41.833333333333336,14.518518518518519,104.77777777777777,44.111111111111114,74.28148148148149,35.459259259259255,23.296296296296298,43.03703703703704,14.925925925925926,WAS,20,35,117,114.50980392156863,28.88235294117647,30.0,27.45098039215686,27.745098039215687,46.26470588235295,77.6686274509804,35.79803921568627,25.03921568627451,42.80392156862745,13.529411764705882,114.8,46.21199999999999,79.23200000000001,35.7,25.68,40.88,13.88,1,0.0,0.0,2.0,1.0,2.0,4.0
796,7235,2020-02-24,OKC,35,22,131,29,32,37,33,57.5,87.5,45.5,28,54,12,1,110.82692307692308,26.307692307692307,28.115384615384617,28.307692307692307,27.384615384615383,47.288461538461554,80.51346153846154,35.92307692307691,22.134615384615383,42.98076923076923,12.711538461538462,112.62068965517241,48.34827586206896,81.0448275862069,36.379310344827594,23.03448275862069,42.06896551724138,13.10344827586207,SAS,24,32,103,112.92156862745098,27.470588235294116,27.862745098039216,29.294117647058822,27.11764705882353,47.0392156862745,80.46666666666665,36.56666666666667,24.470588235294116,45.27450980392157,12.098039215686274,112.23076923076923,47.2576923076923,78.79615384615384,36.41538461538461,23.192307692307693,43.69230769230769,11.153846153846153,1,1.0,1.0,3.0,0.0,1.0,3.0
797,7236,2020-02-24,GSW,12,45,101,33,23,21,24,43.5,66.7,31.4,28,48,13,1,106.61538461538461,25.48076923076923,27.596153846153847,26.403846153846153,25.96153846153846,43.59423076923077,80.90192307692307,34.19807692307693,25.403846153846153,42.78846153846154,14.403846153846153,108.0,44.00769230769231,82.5923076923077,35.90384615384615,26.346153846153847,42.73076923076923,14.846153846153847,NOP,25,32,115,116.26923076923077,29.384615384615383,29.0,29.307692307692307,27.596153846153847,46.432692307692314,73.33461538461538,37.301923076923075,26.634615384615383,46.63461538461539,15.596153846153847,114.29629629629629,46.06296296296296,74.0925925925926,37.214814814814815,25.74074074074074,46.629629629629626,16.37037037037037,0,0.0,0.0,1.0,0.0,0.0,1.0
798,7237,2020-02-24,POR,26,32,107,40,13,27,27,48.8,63.2,43.3,20,41,10,1,113.57407407407408,28.925925925925927,28.25925925925926,28.296296296296298,27.48148148148148,45.864814814814814,80.3277777777778,35.91666666666666,19.796296296296298,45.870370370370374,12.333333333333334,117.14814814814815,46.68888888888888,82.87407407407406,39.18518518518519,20.40740740740741,47.592592592592595,13.333333333333334,DET,19,40,104,107.98245614035088,27.614035087719298,27.859649122807017,25.45614035087719,26.280701754385966,46.189473684210526,74.15438596491224,36.910526315789475,24.12280701754386,42.45614035087719,14.807017543859649,106.15384615384616,45.157692307692315,74.07692307692308,35.819230769230764,23.615384615384617,42.76923076923077,15.346153846153847,1,1.0,2.0,4.0,2.0,3.0,4.0
799,7238,2020-02-25,CLE,16,41,125,21,35,24,31,44.3,73.5,37.8,25,53,12,1,106.58490566037736,26.88679245283019,25.962264150943398,26.339622641509433,26.754716981132077,45.743396226415086,75.98490566037735,34.569811320754724,22.79245283018868,44.58490566037736,15.660377358490566,107.89285714285714,46.089285714285715,76.77857142857144,36.66428571428572,23.607142857142858,44.75,15.214285714285714,MIA,36,21,119,111.98148148148148,29.666666666666668,28.37037037037037,26.22222222222222,25.833333333333332,46.76481481481481,77.25000000000001,37.68703703703704,25.555555555555557,44.77777777777778,13.703703703703704,108.03333333333333,45.32000000000001,76.92666666666669,35.776666666666664,24.566666666666666,44.06666666666667,13.7,1,1.0,1.0,1.0,2.0,2.0,4.0
800,7239,2020-02-25,PHI,36,22,129,41,28,22,38,51.1,90.0,40.0,27,48,11,1,108.20370370370371,28.38888888888889,26.74074074074074,26.72222222222222,26.037037037037038,46.012962962962966,74.39814814814815,34.8425925925926,25.59259259259259,46.0,13.685185185185185,111.96296296296296,48.55555555555556,75.33333333333336,36.95555555555557,26.814814814814813,47.148148148148145,13.925925925925926,ATL,17,42,112,110.55555555555556,26.574074074074073,28.85185185185185,27.296296296296298,27.01851851851852,45.1574074074074,78.74629629629628,33.025925925925925,23.555555555555557,43.2037037037037,15.962962962962964,109.37037037037037,44.64444444444445,79.61111111111111,33.074074074074076,23.703703703703702,42.25925925925926,15.925925925925926,1,2.0,3.0,5.0,2.0,3.0,4.0
801,7240,2020-02-25,WAS,20,36,134,25,22,35,41,48.0,75.8,42.9,27,41,17,1,114.5576923076923,28.923076923076923,29.942307692307693,27.442307692307693,27.826923076923077,46.35000000000001,77.83076923076922,35.878846153846155,25.01923076923077,42.63461538461539,13.73076923076923,114.23076923076923,46.315384615384616,76.16538461538462,35.89230769230768,24.423076923076923,44.65384615384615,13.192307692307692,MIL,49,8,137,119.76923076923077,29.51923076923077,30.51923076923077,30.115384615384617,29.51923076923077,48.15384615384615,73.13461538461537,36.38846153846153,26.346153846153847,51.65384615384615,13.903846153846153,117.91666666666667,47.6625,76.06666666666668,34.77916666666666,24.791666666666668,51.833333333333336,14.25,0,1.0,1.0,2.0,1.0,1.0,1.0
802,7241,2020-02-25,BKN,26,30,113,27,27,33,26,47.9,62.5,43.2,29,49,12,1,111.3921568627451,28.705882352941178,28.03921568627451,27.862745098039216,25.431372549019606,44.82352941176472,74.478431372549,35.13333333333333,24.215686274509803,48.588235294117645,15.098039215686274,112.6923076923077,46.50769230769231,72.46923076923078,36.99615384615385,24.576923076923077,49.0,16.576923076923077,ORL,25,32,115,103.56603773584905,25.18867924528302,27.264150943396228,25.830188679245282,25.132075471698112,43.53962264150943,75.41509433962263,33.48490566037736,23.20754716981132,44.45283018867924,12.09433962264151,104.46153846153847,43.22692307692308,76.66153846153847,33.78076923076923,22.192307692307693,42.92307692307692,11.76923076923077,0,2.0,3.0,5.0,2.0,2.0,4.0
803,7242,2020-02-25,HOU,37,20,123,36,36,29,22,50.0,67.7,33.3,20,38,13,1,118.26415094339623,30.037735849056602,30.60377358490566,29.28301886792453,28.0,45.47547169811321,78.7,35.21698113207548,21.77358490566038,45.22641509433962,14.018867924528301,119.0,45.152,76.196,33.928000000000004,22.48,47.8,12.88,NYK,17,40,112,104.32692307692308,26.153846153846153,25.73076923076923,25.576923076923077,26.03846153846154,43.84999999999999,68.89230769230768,33.31346153846154,21.846153846153847,46.25,14.076923076923077,104.85185185185185,43.574074074074076,70.37407407407409,34.20740740740741,21.22222222222222,46.81481481481482,13.74074074074074,1,1.0,2.0,4.0,1.0,1.0,2.0
804,7243,2020-02-25,DAL,35,23,139,41,40,29,29,50.5,75.0,36.4,28,54,12,1,116.24528301886792,29.528301886792452,29.547169811320753,29.433962264150942,27.169811320754718,45.924528301886774,78.1584905660377,36.78679245283019,24.0,47.0377358490566,11.924528301886792,114.15384615384616,45.823076923076925,78.45769230769231,36.23076923076923,23.346153846153847,45.46153846153846,12.346153846153847,MIN,16,40,123,112.63461538461539,28.153846153846153,28.78846153846154,26.96153846153846,27.115384615384617,43.60576923076925,75.46923076923076,33.41730769230769,23.75,45.44230769230769,14.576923076923077,114.11538461538461,44.47692307692308,77.16538461538461,34.80384615384616,23.846153846153847,43.61538461538461,15.423076923076923,1,1.0,1.0,2.0,2.0,3.0,5.0
805,7244,2020-02-25,UTA,36,21,111,35,27,26,23,47.1,86.0,38.5,16,30,19,1,111.38888888888889,27.72222222222222,26.74074074074074,28.74074074074074,28.0,47.688888888888876,77.12222222222225,37.92592592592593,22.203703703703702,45.611111111111114,14.555555555555555,111.57692307692308,48.273076923076935,76.35384615384615,37.107692307692304,22.307692307692307,46.96153846153846,14.923076923076923,PHX,24,34,131,112.37037037037037,28.09259259259259,26.64814814814815,29.0,27.962962962962962,46.4037037037037,81.92592592592592,34.42962962962962,26.962962962962962,43.370370370370374,14.277777777777779,110.5925925925926,45.69259259259258,82.0,33.974074074074075,27.333333333333332,43.18518518518518,14.592592592592593,0,0.0,1.0,2.0,1.0,2.0,4.0
806,7245,2020-02-25,LAC,38,19,124,40,26,24,34,50.0,82.4,43.2,33,50,12,1,115.32075471698113,28.22641509433962,30.264150943396228,28.943396226415093,27.339622641509433,46.05283018867924,78.32452830188677,35.89056603773585,23.566037735849058,48.264150943396224,14.264150943396226,116.46153846153847,46.426923076923075,77.49615384615386,36.36923076923077,24.115384615384617,49.92307692307692,14.615384615384615,MEM,28,29,97,113.50943396226415,29.09433962264151,27.452830188679247,29.056603773584907,27.641509433962263,47.65471698113207,76.3566037735849,34.79811320754716,27.245283018867923,46.18867924528302,14.735849056603774,112.22222222222223,47.129629629629626,76.52222222222224,35.42962962962963,26.296296296296298,45.2962962962963,14.666666666666666,1,1.0,2.0,3.0,2.0,2.0,3.0
807,7246,2020-02-26,IND,34,24,119,35,34,25,25,57.0,84.6,43.5,35,56,14,1,109.66666666666667,26.12962962962963,28.59259259259259,26.962962962962962,27.12962962962963,47.94814814814816,77.86666666666666,36.27962962962964,26.24074074074074,42.0,12.277777777777779,110.85714285714286,47.96785714285714,77.54285714285713,34.32857142857142,26.25,43.42857142857143,12.142857142857142,CHA,19,38,80,102.82692307692308,26.576923076923077,25.884615384615383,24.78846153846154,24.673076923076923,43.56730769230769,75.18269230769229,34.54230769230769,24.01923076923077,43.21153846153846,13.98076923076923,101.48148148148148,43.385185185185186,76.34074074074073,34.08518518518518,23.88888888888889,43.18518518518518,13.148148148148149,1,1.0,1.0,1.0,0.0,0.0,2.0
808,7247,2020-02-26,TOR,42,16,97,27,25,19,26,35.2,71.4,34.6,21,43,16,1,113.14814814814815,28.74074074074074,27.61111111111111,28.75925925925926,27.38888888888889,46.20000000000001,80.04444444444444,37.83518518518518,25.537037037037038,45.388888888888886,13.925925925925926,116.82142857142857,47.29642857142857,81.69285714285715,38.81071428571429,26.035714285714285,45.92857142857143,13.75,MIL,50,8,108,120.09433962264151,29.528301886792452,30.452830188679247,30.264150943396228,29.49056603773585,48.320754716981135,73.29245283018867,36.56792452830188,26.339622641509433,51.528301886792455,14.037735849056604,118.68,48.036,76.284,35.224,24.84,51.56,14.52,0,2.0,3.0,5.0,0.0,1.0,1.0
809,7248,2020-02-26,CHI,20,39,122,28,27,38,29,53.6,66.7,38.7,22,39,11,1,106.30909090909091,26.181818181818183,27.254545454545454,26.418181818181818,25.98181818181818,44.85272727272729,75.13818181818182,34.82363636363636,23.2,41.74545454545454,14.727272727272727,105.53571428571429,44.521428571428565,73.92500000000003,35.92857142857143,23.428571428571427,42.82142857142857,15.321428571428571,OKC,36,22,124,111.20754716981132,26.358490566037737,28.18867924528302,28.471698113207548,27.49056603773585,47.48113207547171,80.64528301886791,36.103773584905646,22.245283018867923,43.18867924528302,12.69811320754717,108.56521739130434,45.952173913043474,79.84347826086956,35.34782608695652,21.0,44.130434782608695,12.217391304347826,0,1.0,1.0,2.0,0.0,0.0,0.0
810,7249,2020-02-26,DEN,40,18,115,29,30,23,33,57.9,81.8,47.4,33,41,18,1,110.38181818181818,27.163636363636364,27.01818181818182,27.69090909090909,27.272727272727273,46.767272727272726,78.24909090909091,34.72363636363636,26.21818181818182,44.41818181818182,12.763636363636364,111.25,47.792857142857144,75.73214285714286,34.271428571428565,27.142857142857142,44.357142857142854,11.964285714285714,DET,19,41,98,107.91379310344827,27.551724137931036,27.844827586206897,25.603448275862068,26.155172413793103,46.13448275862069,74.51379310344824,36.81551724137931,24.017241379310345,42.48275862068966,14.741379310344827,106.07407407407408,45.07777777777778,74.85185185185186,35.65555555555555,23.40740740740741,42.81481481481482,15.185185185185185,1,1.0,2.0,4.0,2.0,3.0,5.0
811,7250,2020-02-26,LAL,44,12,118,30,34,24,30,44.1,71.4,29.5,27,51,16,1,114.98076923076923,29.807692307692307,29.78846153846154,28.576923076923077,26.326923076923077,48.728846153846156,72.3403846153846,35.813461538461546,26.21153846153846,46.44230769230769,14.557692307692308,115.125,48.787499999999994,75.33749999999999,35.24583333333333,27.291666666666668,47.75,14.791666666666666,NOP,25,33,109,116.24528301886792,29.37735849056604,28.77358490566038,29.339622641509433,27.79245283018868,46.441509433962274,72.82264150943395,37.362264150943396,26.77358490566038,46.735849056603776,15.547169811320755,114.32142857142857,46.09285714285715,73.09642857142858,37.332142857142856,26.035714285714285,46.82142857142857,16.25,1,2.0,3.0,4.0,0.0,0.0,1.0
812,7251,2020-02-26,POR,26,33,106,24,24,22,36,44.7,73.9,41.9,24,41,17,1,113.45454545454545,29.12727272727273,27.98181818181818,28.272727272727273,27.472727272727273,45.91818181818182,80.01636363636365,36.05090909090908,19.8,45.78181818181818,12.290909090909091,116.78571428571429,46.76428571428571,82.17142857142855,39.33214285714286,20.392857142857142,47.357142857142854,13.214285714285714,BOS,40,17,118,114.01886792452831,26.71698113207547,27.830188679245282,30.037735849056602,28.79245283018868,46.607547169811326,80.14905660377357,36.65283018867925,23.11320754716981,45.75471698113208,13.056603773584905,110.92,45.367999999999995,78.72000000000001,34.760000000000005,21.96,46.56,13.72,0,1.0,2.0,4.0,1.0,2.0,2.0
813,7252,2020-02-26,GSW,12,46,94,22,21,30,21,44.3,83.3,14.3,21,34,16,1,106.50943396226415,25.62264150943396,27.50943396226415,26.30188679245283,25.92452830188679,43.592452830188684,80.63396226415094,34.145283018867936,25.452830188679247,42.886792452830186,14.377358490566039,107.74074074074075,43.98888888888889,82.0037037037037,35.737037037037034,26.40740740740741,42.925925925925924,14.777777777777779,SAC,24,33,112,108.50943396226415,26.0,27.471698113207548,27.49056603773585,26.60377358490566,45.900000000000006,74.93018867924529,36.175471698113206,23.132075471698112,42.094339622641506,13.754716981132075,108.64285714285714,45.68928571428571,76.50714285714287,35.925000000000004,23.857142857142858,41.642857142857146,13.214285714285714,0,0.0,0.0,1.0,1.0,2.0,2.0
814,7253,2020-02-27,CHA,20,38,107,30,26,29,22,47.0,76.0,33.3,25,37,14,1,102.39622641509433,26.547169811320753,25.754716981132077,24.528301886792452,24.67924528301887,43.37358490566038,74.60188679245282,34.46226415094339,23.9811320754717,43.132075471698116,13.924528301886792,104.28,43.764,73.93199999999999,35.03599999999999,24.16,43.24,14.88,NYK,17,41,101,104.47169811320755,26.28301886792453,25.69811320754717,25.641509433962263,26.037735849056602,43.852830188679235,68.9132075471698,33.4,21.81132075471698,46.39622641509434,14.132075471698114,105.10714285714286,43.589285714285715,70.3607142857143,34.339285714285715,21.178571428571427,47.07142857142857,13.857142857142858,1,0.0,0.0,1.0,2.0,2.0,2.0
815,7254,2020-02-27,CLE,17,41,108,28,27,22,31,52.6,88.2,45.8,24,48,18,1,106.92592592592592,26.77777777777778,26.12962962962963,26.296296296296298,26.833333333333332,45.71666666666666,75.93888888888887,34.62962962962963,22.833333333333332,44.74074074074074,15.592592592592593,108.48275862068965,46.02758620689655,76.66551724137932,36.70344827586207,23.655172413793103,45.03448275862069,15.10344827586207,PHI,36,23,94,108.58181818181818,28.618181818181817,26.763636363636362,26.636363636363637,26.254545454545454,46.10545454545455,74.68181818181819,34.936363636363645,25.618181818181817,46.03636363636364,13.636363636363637,104.44444444444444,43.47037037037039,73.46296296296298,32.72962962962964,24.37037037037037,44.851851851851855,13.444444444444445,1,2.0,2.0,2.0,2.0,3.0,5.0
816,7255,2020-02-27,WAS,21,36,110,31,29,21,29,42.7,81.2,38.5,22,39,11,1,114.9245283018868,28.849056603773583,29.79245283018868,27.58490566037736,28.07547169811321,46.381132075471704,77.79245283018868,36.011320754716984,25.056603773584907,42.60377358490566,13.79245283018868,114.96296296296296,46.37777777777778,76.15185185185186,36.15185185185184,24.51851851851852,44.51851851851852,13.333333333333334,BKN,26,31,106,111.42307692307692,28.673076923076923,28.01923076923077,27.96153846153846,25.442307692307693,44.88269230769232,74.24807692307691,35.28846153846154,24.307692307692307,48.59615384615385,15.038461538461538,110.04,43.07200000000001,76.568,33.19599999999999,23.84,48.16,13.56,1,0.0,1.0,2.0,1.0,1.0,3.0
817,7256,2020-02-27,ATL,17,43,120,27,37,31,25,44.7,92.0,36.1,30,42,9,1,110.58181818181818,26.527272727272727,28.836363636363636,27.527272727272727,26.89090909090909,45.08545454545453,78.93090909090907,32.80909090909091,23.472727272727273,43.21818181818182,15.909090909090908,111.74074074074075,45.67037037037038,77.88148148148149,32.97777777777779,23.40740740740741,44.148148148148145,16.0,ORL,26,32,130,103.77777777777777,25.12962962962963,27.11111111111111,26.09259259259259,25.296296296296298,43.648148148148145,75.54444444444444,33.57222222222222,23.27777777777778,44.388888888888886,12.055555555555555,104.85185185185185,43.45555555555556,76.87407407407407,33.94444444444444,22.37037037037037,42.851851851851855,11.703703703703704,0,2.0,3.0,4.0,1.0,2.0,3.0
818,7257,2020-02-27,MIA,36,22,126,28,32,34,32,52.6,76.7,42.3,30,43,21,1,112.10909090909091,29.654545454545456,28.563636363636363,26.30909090909091,25.581818181818182,46.74727272727272,77.20909090909093,37.69454545454546,25.69090909090909,44.85454545454545,13.672727272727272,116.91666666666667,48.57083333333333,77.65416666666667,40.074999999999996,26.791666666666668,45.666666666666664,13.708333333333334,MIN,17,40,129,112.83018867924528,28.132075471698112,28.962264150943398,27.037735849056602,27.11320754716981,43.61698113207549,75.37735849056602,33.46037735849056,23.60377358490566,45.37735849056604,14.50943396226415,114.44444444444444,44.46666666666667,76.92222222222223,34.83703703703704,23.555555555555557,43.55555555555556,15.25925925925926,0,2.0,2.0,4.0,2.0,3.0,5.0
819,7258,2020-02-27,SAS,24,33,103,20,29,28,26,42.4,73.7,33.3,22,55,15,1,112.73076923076923,27.5,27.826923076923077,29.076923076923077,27.173076923076923,46.84423076923076,80.53846153846152,36.41923076923077,24.51923076923077,45.23076923076923,12.038461538461538,113.64,46.812,82.204,36.724000000000004,25.8,46.92,13.08,DAL,36,23,109,116.66666666666667,29.74074074074074,29.74074074074074,29.425925925925927,27.203703703703702,46.009259259259245,78.09999999999997,36.77962962962964,24.074074074074073,47.166666666666664,11.925925925925926,118.25925925925925,46.022222222222226,77.87037037037037,37.32222222222222,24.62962962962963,48.55555555555556,11.518518518518519,0,2.0,2.0,3.0,1.0,1.0,2.0
820,7259,2020-02-27,HOU,38,20,140,35,38,38,29,55.9,86.7,46.0,22,44,18,1,118.35185185185185,30.14814814814815,30.703703703703702,29.27777777777778,27.88888888888889,45.559259259259264,78.4962962962963,35.18148148148149,21.74074074074074,45.092592592592595,14.0,119.15384615384616,45.33846153846154,75.86923076923077,33.90384615384615,22.384615384615383,47.42307692307692,12.884615384615385,MEM,28,30,112,113.20370370370371,28.814814814814813,27.37037037037037,29.055555555555557,27.703703703703702,47.54259259259259,76.28888888888888,34.633333333333326,27.11111111111111,46.166666666666664,14.703703703703704,111.67857142857143,46.93214285714286,76.38571428571429,35.089285714285715,26.071428571428573,45.285714285714285,14.607142857142858,1,2.0,2.0,4.0,2.0,3.0,4.0
821,7260,2020-02-27,PHX,24,35,92,29,20,17,26,39.1,83.3,26.5,29,48,16,1,112.7090909090909,28.072727272727274,26.8,29.145454545454545,28.036363636363635,46.58363636363636,82.02727272727273,34.894545454545444,27.072727272727274,43.27272727272727,14.254545454545454,114.14814814814815,47.11481481481482,81.85185185185185,34.885185185185186,26.59259259259259,43.55555555555556,13.962962962962964,LAC,39,19,102,115.48148148148148,28.444444444444443,30.185185185185187,28.85185185185185,27.462962962962962,46.12592592592592,78.39999999999998,36.025925925925925,23.74074074074074,48.2962962962963,14.222222222222221,114.22222222222223,45.6925925925926,79.12222222222223,35.42962962962962,23.037037037037038,46.666666666666664,13.925925925925926,0,1.0,2.0,3.0,2.0,2.0,3.0
