,GAME_ID,DATE,TEAM_ABBREVIATION,WINS,LOSSES,PTS,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,FG_PCT,FT_PCT,FG3_PCT,AST,REB,TOV,LOC
88,6478,2019-11-04,CLE,2,4,111,28,25,33,25,40.6,68.2,37.5,24,41,9,1
89,6479,2019-11-04,LAC,5,2,105,16,23,26,40,39.1,76.5,21.9,15,54,9,1
90,6480,2019-11-05,WAS,2,4,115,31,32,30,22,46.2,84.0,27.6,27,41,11,1
91,6481,2019-11-05,BKN,3,4,135,33,34,37,31,53.3,75.0,39.0,32,45,23,1
92,6482,2019-11-05,MEM,1,5,100,28,32,16,24,42.6,81.0,12.0,19,51,14,1
93,6483,2019-11-05,MIN,4,2,106,27,30,25,24,35.9,86.4,30.2,20,47,15,1
94,6484,2019-11-05,PHX,5,2,114,29,26,26,33,53.2,77.8,39.3,24,40,19,1
95,6485,2019-11-05,GSW,2,5,127,34,26,27,40,48.8,91.7,38.5,28,47,10,1
96,6486,2019-11-06,CHA,4,3,122,20,37,21,35,47.7,66.7,32.3,22,37,13,1
97,6487,2019-11-06,CLE,2,5,113,24,28,31,30,42.1,90.9,39.4,22,43,9,1
98,6488,2019-11-06,ATL,3,3,108,22,22,26,38,47.8,68.8,36.7,22,48,18,1
99,6489,2019-11-06,CHI,2,6,112,29,36,28,19,50.6,52.2,43.8,22,42,16,1
100,6490,2019-11-06,OKC,3,4,102,31,27,23,21,43.0,80.0,36.4,21,38,9,1
101,6491,2019-11-06,DEN,5,2,109,29,29,31,20,52.3,62.5,39.1,35,47,19,1
102,6492,2019-11-07,DET,4,5,122,33,31,32,26,55.7,79.2,50.0,37,43,16,1
103,6493,2019-11-07,IND,4,4,121,26,44,24,27,46.8,80.8,40.0,35,48,13,1
104,6494,2019-11-07,ATL,3,4,93,19,22,24,28,40.5,77.1,20.0,18,41,24,1
105,6495,2019-11-07,TOR,5,2,124,36,30,29,29,55.1,82.8,48.3,28,37,14,1
106,6496,2019-11-07,HOU,5,3,129,30,33,35,31,49.5,63.2,46.7,31,50,12,1
107,6497,2019-11-07,MEM,2,5,137,37,35,29,36,56.8,83.3,52.2,34,49,17,1
108,6498,2019-11-07,DAL,5,2,107,25,29,32,21,42.9,80.0,35.5,20,43,17,1
109,6499,2019-11-07,UTA,5,3,106,26,32,26,22,46.1,66.7,36.4,21,50,13,1
110,6500,2019-11-07,LAC,5,3,124,30,29,30,35,41.8,80.6,41.9,21,54,19,1
111,6501,2019-11-08,CHA,4,4,87,20,23,24,20,38.4,71.4,19.4,21,49,20,1
112,6502,2019-11-08,SAS,5,3,121,33,23,36,29,54.3,90.9,45.0,32,47,13,1
113,6503,2019-11-08,PHX,5,3,108,30,27,29,22,44.0,74.2,34.4,22,40,14,1
114,6504,2019-11-08,LAC,6,3,107,26,21,23,37,43.8,83.3,17.4,20,57,17,1
115,6505,2019-11-09,IND,5,4,112,27,30,28,27,51.8,88.0,26.7,23,44,12,1
116,6506,2019-11-09,ORL,3,6,118,27,24,33,34,47.3,85.2,25.0,24,57,9,1
117,6507,2019-11-09,WAS,2,6,100,26,26,32,16,46.9,50.0,22.6,26,47,18,1
118,6508,2019-11-09,ATL,3,5,109,24,23,36,26,52.9,57.1,32.1,23,34,12,1
119,6509,2019-11-09,MIN,5,3,125,29,31,20,30,43.2,69.0,25.0,20,59,17,1
120,6510,2019-11-09,NOP,1,7,104,30,23,22,29,40.4,66.7,24.4,21,53,18,1
121,6511,2019-11-09,DAL,5,3,102,28,29,23,22,41.1,82.4,31.8,18,47,13,1
122,6512,2019-11-09,DEN,6,2,100,18,24,23,35,44.8,76.5,40.9,28,41,10,1
123,6513,2019-11-09,UTA,6,3,103,30,25,26,22,40.5,69.0,41.7,15,56,20,1
124,6514,2019-11-09,POR,3,6,115,20,29,37,29,41.2,96.0,36.7,11,48,10,1
125,6515,2019-11-09,LAL,7,1,95,28,20,30,17,44.9,87.5,25.0,30,48,18,1
126,6516,2019-11-09,SAS,5,4,115,30,24,37,24,39.4,76.7,46.7,24,57,15,1
127,6517,2019-11-10,CHA,4,5,110,28,33,25,24,40.9,76.5,34.3,27,42,21,1
128,6518,2019-11-10,CHI,3,7,94,27,22,18,27,37.8,88.9,12.5,21,46,15,1
129,6519,2019-11-10,MEM,2,7,122,34,28,29,31,52.6,71.4,33.3,31,39,15,1
130,6520,2019-11-10,OKC,4,5,114,36,24,24,30,54.4,82.4,46.7,30,42,18,1
131,6521,2019-11-10,MIN,5,4,98,27,24,13,26,35.1,72.7,13.3,22,53,12,1
132,6522,2019-11-10,ORL,3,7,102,33,27,17,25,46.1,83.3,41.7,27,37,10,1
133,6523,2019-11-10,PHI,6,3,114,33,20,35,26,54.8,75.0,35.7,29,49,20,1
134,6524,2019-11-11,OKC,4,6,119,24,32,24,39,49.5,70.6,40.5,31,35,15,1
135,6525,2019-11-11,NYK,2,8,87,19,17,27,24,36.0,64.0,29.0,19,52,21,1
136,6526,2019-11-11,PHX,6,3,138,37,31,38,32,52.5,78.9,45.2,37,42,7,1
137,6527,2019-11-11,POR,4,6,124,20,26,29,32,43.3,78.6,33.3,19,61,17,1
138,6528,2019-11-11,LAL,7,2,104,30,30,18,26,43.6,63.2,33.3,31,51,12,1
139,6529,2019-11-12,DET,4,7,114,26,25,30,33,44.8,80.0,50.0,25,39,17,1
140,6530,2019-11-12,BOS,8,1,116,25,29,30,32,47.7,76.0,42.9,25,46,9,1
141,6531,2019-11-12,NOP,2,8,116,23,29,30,34,43.2,74.1,31.1,26,46,16,1
142,6532,2019-11-12,SAS,5,5,109,22,32,26,29,46.7,76.5,40.0,29,42,13,1
143,6533,2019-11-12,GSW,2,9,108,30,24,31,23,47.9,57.1,32.3,23,44,10,1
144,6534,2019-11-12,LAC,7,3,98,15,36,22,25,37.0,73.3,22.2,25,66,19,1
145,6535,2019-11-13,IND,7,4,111,31,21,34,25,48.9,92.3,30.4,21,50,14,1
146,6536,2019-11-13,PHI,7,3,98,24,30,28,16,44.9,76.9,21.1,24,46,14,1
147,6537,2019-11-13,MIA,7,3,117,28,31,33,25,53.2,77.8,43.8,34,42,19,1
148,6538,2019-11-13,CHI,4,7,120,30,30,25,35,50.6,77.4,42.4,22,46,19,1
149,6539,2019-11-13,DEN,7,3,121,34,20,35,32,44.2,81.8,26.8,31,40,3,1
150,6540,2019-11-13,PHX,6,4,115,29,29,34,23,47.3,76.5,42.1,32,39,11,1
151,6541,2019-11-13,UTA,8,3,119,29,24,31,35,46.7,77.1,23.1,16,46,11,1
152,6542,2019-11-13,SAC,4,6,107,21,25,35,26,44.2,76.9,34.4,24,46,14,1
153,6543,2019-11-14,CHA,4,7,117,29,35,32,21,49.4,78.9,44.4,27,34,15,1
154,6544,2019-11-14,ORL,4,7,112,31,22,27,32,44.2,76.5,31.2,27,48,13,1
155,6545,2019-11-14,BOS,9,1,140,34,34,34,38,51.0,89.7,44.4,32,44,11,1
156,6546,2019-11-14,HOU,8,3,102,31,18,25,28,38.4,81.5,33.3,12,53,10,1
157,6547,2019-11-14,MIN,7,4,129,26,40,40,23,49.5,82.4,32.4,25,50,10,1
158,6548,2019-11-14,LAL,9,2,120,38,29,31,22,53.9,83.3,45.0,31,51,19,1
159,6549,2019-11-14,POR,4,8,106,30,23,25,28,39.6,81.2,35.4,24,43,12,1
160,6550,2019-11-14,CLE,4,7,97,22,22,30,23,42.4,81.0,25.0,18,41,18,1
161,6551,2020-01-19,SAS,18,23,107,28,32,26,21,42.4,95.8,36.4,27,43,11,1
162,6552,2020-01-20,DEN,29,13,107,21,29,31,26,46.6,68.8,13.0,22,44,9,1
163,6553,2020-01-20,WAS,14,28,106,30,30,23,23,51.2,81.2,37.5,22,44,19,1
164,6554,2020-01-20,ATL,10,34,117,25,35,22,35,49.4,69.7,36.4,26,50,23,1
165,6555,2020-01-20,BKN,18,24,111,32,36,23,20,48.1,64.7,37.9,22,47,22,1
166,6556,2020-01-20,CHA,15,30,83,27,18,20,18,38.2,75.0,30.3,21,39,18,1
167,6557,2020-01-20,CLE,12,32,86,26,24,14,22,34.0,64.7,33.3,15,53,10,1
168,6558,2020-01-20,MIA,30,13,118,21,35,20,29,50.6,81.8,38.1,26,42,21,1
169,6559,2020-01-20,HOU,26,16,107,25,39,23,20,44.3,70.6,20.0,21,43,11,1
170,6560,2020-01-20,MEM,20,23,116,30,20,27,39,44.7,71.4,27.3,26,51,14,1
171,6561,2020-01-20,MIL,39,6,111,30,23,31,27,58.4,43.5,42.3,34,48,23,1
172,6562,2020-01-21,BOS,28,14,139,33,36,35,35,55.9,65.5,47.1,31,48,12,1
173,6563,2020-01-21,MIN,15,28,100,29,25,25,21,41.8,78.6,31.0,26,42,9,1
174,6564,2020-01-21,PHX,18,25,118,26,25,32,35,52.5,86.7,36.4,26,43,14,1
175,6565,2020-01-21,UTA,30,13,118,29,27,24,38,54.0,100,38.7,22,53,21,1
176,6566,2020-01-21,POR,19,26,129,27,26,34,26,44.0,90.0,31.8,21,54,12,1
177,6567,2020-01-22,DAL,27,16,107,24,25,29,29,42.9,70.8,27.9,23,49,12,1
178,6568,2020-01-23,DET,17,28,127,26,31,36,34,53.4,84.1,41.4,19,48,17,1
179,6569,2020-01-23,ORL,21,24,114,21,30,38,25,47.8,75.0,40.0,26,39,14,1
